,source_id,ra,dec,pseudocolour,rp,bp,dist,gmag,pmra,pmdec,radial_velocity,x,y,z
3746,5865517646532509568,206.79521093666145,-62.58971606768743,,4.2948093,7.028055,3877.0356,5.515118,-5.6483626,-1.7965428,-30.262009,-1593.180076445621,-804.6060279287636,3441.7715536486126
3747,1231034010395283200,209.66599009995832,14.649010753031291,,4.6746387,6.2626,167.96033,5.515333,-62.993736,-59.184532,-40.382095,-141.20080104580555,-80.42846927610367,-42.476670863364376
3748,285506409111263488,76.62415500362859,61.169390285653456,1.4385313,4.681435,6.257805,169.19278,5.51609,39.42819,-80.90674,-46.155037,18.874488421770522,79.37523136634961,-148.22119665042285
3749,5143716403501144192,35.520801520850604,-17.662430947993332,,4.765358,6.1377406,128.33125,5.516738,8.749447,-58.518406,1.975409,99.5257208431767,71.04553835258285,38.93677050552914
3750,2728431923869085056,329.2347575204832,12.076432037803452,,5.445367,5.5434527,136.94524,5.516967,-27.948145,-13.881431,0.0,115.06880947693085,-68.5002013070801,-28.65118261274557
3751,4889935410276933504,61.40698947382562,-27.651389316608103,1.6502104,5.201883,5.6692533,44.07775,5.5173173,200.52797,94.01441,65.97914,18.68563717936803,34.281832770234345,20.456073674515494
3752,4547068480275289216,260.3893027946329,16.731154773551285,,4.4547644,6.6228914,282.12845,5.517664,-7.90594,-16.28224,37.149994,-45.108125922988904,-266.39277664392915,-81.21950398183895
3753,1767847850870013696,330.27254765433565,13.11956679422862,,5.1985064,5.6983867,69.135544,5.517865,55.17305,-61.042645,3.1287136,58.4698407449654,-33.38774787277847,-15.692656225702981
3754,5911782793714536192,267.8977982232658,-60.16412616400867,,4.8686814,6.011654,112.137054,5.5179634,-0.048705366,-15.612142,17.764606,-2.0464990711654316,-55.752563952361236,97.27374946041972
3755,5559704601966334848,108.38532742677884,-44.63827257599337,0.15704474,3.9787374,7.577298,56.66431,5.518075,106.756775,323.1641,61.51079,-12.717132988932136,38.261823483753645,39.81396011471344
3756,3735773759632577024,197.30190589845537,10.022466260977096,1.4783882,4.8481765,6.02378,101.76807,5.518741,20.91633,-0.34094152,-0.58302176,-95.68040733850117,-29.804619829930168,-17.711136605444818
3757,657244586015485440,123.05355357002612,17.646981774113385,1.6246207,4.523504,5.208703,24.412518,5.51876,118.32456,-148.433,0.0,-12.688562771817804,19.49874905572684,-7.400688829274931
3758,6439042908930994432,280.9057070035865,-64.55163696898157,,4.887862,5.989276,117.20157,5.518778,12.931322,-47.659588,-10.593094,9.528002813388147,-49.451689314087155,105.82984265714452
3759,6241414902246114176,234.56814692952747,-21.016592628202133,,4.819707,6.0635962,98.95157,5.5189433,60.211964,-61.691734,32.734264,-53.54945843592284,-75.26276082298232,35.487822418215984
3760,6489909443564308224,349.2420354292303,-62.00131377033478,,5.0954976,5.779829,20.437752,5.519003,176.49173,-26.09179,0.63290673,9.425900553582146,-1.7909206760473937,18.045683935489667
3761,5731532602659217664,139.28209431996368,-14.574092070712371,,4.818382,6.0641,114.625626,5.5190964,-17.269617,-4.9305634,-36.40807,-84.08278192911186,72.36833187612135,28.84344744341174
3762,6010543745625095168,239.33879758806864,-36.185416522302575,1.3349121,4.6881876,6.0295067,423.98364,5.5191636,-11.049943,-16.108603,-3.8491955,-174.5093667658548,-294.3611409131376,250.32004837596585
3764,2045744192137539200,293.73389553054375,33.79551511136236,,4.3412013,6.9252963,321.16718,5.519468,21.51011,6.054552,-18.65501,107.42398783652659,-244.32585186260184,-178.6430028242475
3765,6863070805129541888,310.13518213187746,-16.123842313894095,,4.852287,6.025082,97.5196,5.519579,-67.38607,75.15734,-1.5310826,60.3877713254045,-71.62347520730638,27.08260064578403
3766,4425477165851806592,240.21287020336365,4.427682318405294,,4.8429856,6.037555,73.333626,5.5198436,-42.2131,72.99516,-7.455148,-36.32188256802426,-63.45462931349357,-5.6614103993309755
3767,1822149191132852352,300.81838473948955,18.500906893918245,,4.6943045,6.2420754,249.38776,5.520017,11.322138,-19.450293,7.758764,121.16283319041725,-203.10434026173058,-79.13564088282777
3768,4199851740539585408,290.10289496080986,-10.560364778610586,,4.198867,7.307179,210.05168,5.5201163,9.341985,1.6276491,-70.27465,70.97342895239164,-193.91365003304148,38.49645417990255
3769,1757995264614220672,313.91088780117843,12.568700495233896,,5.395938,5.574465,60.45912,5.5205736,39.55835,27.771946,8.759511,40.92590456530303,-42.51213542818646,-13.15651428082838
3770,3617089347793070720,206.80584042997145,-9.70967121593788,,4.675467,6.3011804,168.85243,5.5206833,8.485957,-50.52446,11.7401085,-148.5486401592223,-75.05632459030076,28.47793466433617
3771,3212839191873883136,75.68932805413203,-4.210109670612782,,4.7850184,6.1104927,93.663124,5.5208993,41.04974,2.5804634,38.010326,23.08913026084019,90.51182645862352,6.876200430568383
3772,2626111784104743936,334.27706082969223,-5.387082124730406,,4.9105926,5.9684935,107.7306,5.520962,-4.6538787,18.749544,12.172019,96.62617995426989,-46.55069512022039,10.114163713789706
3773,4553915070463303168,263.3449666891788,19.256273101037205,,5.1084814,5.775702,38.73263,5.5210047,-28.56695,-91.07522,-57.474228,-4.2376389512369785,-36.319269678654166,-12.773789290772374
3774,3136349019790899072,113.29853644107416,3.290568943888781,,5.2485557,5.672603,43.152058,5.521031,-15.908831,42.69597,3.3955314,-17.039450378056245,39.567943242571,-2.4769150170731744
3775,3482326708703712896,173.0682516830418,-29.260378098702937,,5.0880136,5.793619,28.063698,5.5212674,-19.695848,144.90736,5.61569,-24.304024869249083,2.954775475896647,13.716953833747702
3776,4069284017518384512,269.28108039836746,-23.939255578712203,,4.3898764,6.84554,1190.3826,5.521332,-0.084719285,-2.3207831,-7.441124,-13.651102753284375,-1087.895675628959,483.01902729001273
3777,2978712621830357504,71.03349954846963,-18.666663086735376,,5.4802933,5.52741,95.46162,5.5213685,51.867397,-17.461082,10.165566,29.394388075279803,85.52991991652459,30.55361912731675
3778,373069831518646528,17.577273220838322,42.08128926565274,,5.0496655,5.826387,53.038162,5.5214458,-135.56908,-41.790237,-14.165806,37.52673037646813,11.88779903184103,-35.54534244832462
3779,3669075941181317120,217.6891412371366,4.772229169503095,,4.683665,6.268089,208.36372,5.521778,3.3158743,-12.740432,6.4779735,-164.3148127831493,-126.94718306250435,-17.33478655109437
3780,418916648901801728,6.06533698932954,52.01989950745484,,5.6318574,5.493744,427.0946,5.521783,15.504211,-4.0613594,0.0,261.35748371740124,27.77114495570211,-336.6464414811447
3781,3285053638117372160,65.17179917577162,6.130599641781232,,4.898921,5.981674,120.62343,5.522059,-15.439772,-43.23023,4.7992435,50.35997527048558,108.8482386938536,-12.88199087745558
3782,1112863173567966336,100.13445167095948,71.74883533862031,,4.7772613,6.1291533,241.26616,5.5223527,4.6533914,11.103058,-24.118862,-13.295522823079905,74.3815582493799,-229.1287254501292
3783,5875819211536139520,230.7930223983581,-60.65728215064515,,5.1153436,5.7717843,41.473755,5.523074,-81.86523,-25.224388,6.9650893,-12.846957821544416,-15.748010544707459,36.1528448730562
3784,5736048503072993152,137.29806813023055,-12.357701004623998,,4.8873453,5.995366,122.62894,5.523223,20.072554,1.0384183,-5.0443473,-88.03098548564098,81.23815119371238,26.24433863860915
